código,clave,descripción,margen de mercado,caja,master,precio,unidad,ean,precio mínimo de venta,alta rotación,precio mayoreo con IVA,precio distribuidor con IVA,precio público con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio público sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripción Familia,Peso[Kg],Volumen[cm3]
13836,COMP-30S,"Compresor libre de aceite, 30L, 3HP, vertical, 127V, TRUPER",MM0,1,0,4050,Pieza,7.50624E+12,3050,0,3350,3050,4050,2887.93,2629.31,3491.38,Truper,3146.55,3650,40151600,Compresores,P041,Compresores,19.135,83160
13837,D-3458-H,"Dado de 1-13/16', 6 puntas, cuadro 3/4', Truper",MM00,3,18,445,Pieza,7.50121E+12,285,0,365,285,445,314.66,245.69,383.62,Truper,349.14,405,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.685,830.834
13838,D-3460-H,"Dado de 1-7/8', 6 puntas, cuadro 3/4', Truper",MM00,3,18,465,Pieza,7.50121E+12,295,0,385,295,465,331.9,254.31,400.86,Truper,357.76,415,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.694,812.963
13840,D-3464-H,"Dado de 2', 6 puntas, cuadro 3/4', Truper",MM00,3,18,495,Pieza,7.50121E+12,315,0,415,315,495,357.76,271.55,426.72,Truper,383.62,445,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.768,887.253
13841,ROPI-910E,"Rodillo para pintar 9' x 3/8' de esponja, superficies lisas",MM00,6,48,109,Pieza,7.50624E+12,69,0,90,69,109,77.59,59.48,93.97,Truper,84.48,98,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.205,2076.719
13842,ROPI-920E,"Rodillo para pintar 9'x 3/4' de esponja, superficies rugosas",MM00,6,48,117,Pieza,7.50624E+12,75,0,97,75,117,83.62,64.66,100.86,Truper,92.24,107,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.215,2899.744
13847,COMP-50S,"Compresor libre de aceite, 50L, 3HP, vertical, 127V, TRUPER",MM0,1,0,4750,Pieza,7.50624E+12,3550,0,3950,3550,4750,3405.17,3060.34,4094.83,Truper,3698.28,4290,40151600,Compresores,P041,Compresores,24.82,112393.75
13851,D-3426,"Dado de 13/16', 12 puntas, cuadro 3/4', Truper",MM00,3,24,179,Pieza,7.50121E+12,115,0,149,115,179,128.45,99.14,154.31,Truper,142.24,165,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.221,274.39
13852,D-3428,"Dado de 7/8', 12 puntas, cuadro 3/4', Truper",MM00,3,24,199,Pieza,7.50121E+12,129,0,169,129,199,145.69,111.21,171.55,Truper,159.48,185,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.23,274.125
13853,D-3430,"Dado de 15/16', 12 puntas, cuadro 3/4', Truper",MM00,3,24,199,Pieza,7.50121E+12,129,0,169,129,199,145.69,111.21,171.55,Truper,159.48,185,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.224,264.988
13854,D-3432,"Dado de 1', 12 puntas, cuadro 3/4', Truper",MM00,3,24,199,Pieza,7.50121E+12,129,0,169,129,199,145.69,111.21,171.55,Truper,159.48,185,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.255,322.515
13859,D-3442,"Dado de 1-5/16', 12 puntas, cuadro 3/4', Truper",MM00,3,24,305,Pieza,7.50121E+12,195,0,255,195,305,219.83,168.1,262.93,Truper,240.52,279,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.331,365.585
13861,D-3446,"Dado de 1-7/16', 12 puntas, cuadro 3/4', Truper",MM00,3,18,339,Pieza,7.50121E+12,215,0,279,215,339,240.52,185.34,292.24,Truper,266.38,309,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.425,562.43
13863,D-3450,"Dado de 1-9/16', 12 puntas, cuadro 3/4', Truper",MM00,3,18,365,Pieza,7.50121E+12,235,0,305,235,365,262.93,202.59,314.66,Truper,288.79,335,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.6,570.38
13864,D-3452,"Dado de 1-5/8', 12 puntas, cuadro 3/4', Truper",MM00,3,18,385,Pieza,7.50121E+12,245,0,319,245,385,275,211.21,331.9,Truper,297.41,345,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.56,591.047
13865,D-3454,"Dado de 1-11/16', 12 puntas, cuadro 3/4', Truper",MM00,3,18,399,Pieza,7.50121E+12,255,0,329,255,399,283.62,219.83,343.97,Truper,309.48,359,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.554,813.656
13867,D-3458,"Dado de 1-13/16', 12 puntas, cuadro 3/4', Truper",MM00,3,18,445,Pieza,7.50121E+12,285,0,365,285,445,314.66,245.69,383.62,Truper,349.14,405,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.64,792.36
13868,D-3460,"Dado de 1-7/8', 12 puntas, cuadro 3/4', Truper",MM00,3,18,465,Pieza,7.50121E+12,295,0,385,295,465,331.9,254.31,400.86,Truper,357.76,415,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.658,881.204
13869,D-3464,"Dado de 2', 12 puntas, cuadro 3/4', Truper",MM00,3,18,495,Pieza,7.50121E+12,315,0,415,315,495,357.76,271.55,426.72,Truper,383.62,445,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.678,930.92
13870,ESMA-4580N,"Esmeriladora angular 4-1/2', 850W, TRUPER INDUSTRIAL",MM1,1,6,1265,Pieza,7.50624E+12,950,0,1050,950,1265,905.17,818.97,1090.52,Truper,991.38,1150,27111905,Esmeriladoras,P097,Máquinas portátiles,2.7,7700.4
13875,ROPI-910,"Rodillo para pintar 9' x 3/8' superficies lisas, TRUPER",MM00,6,48,63,Pieza,7.50624E+12,40,0,52,40,63,44.83,34.48,54.31,Truper,49.14,57,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.184,1427.073
13876,ROPI-915,Rodillo para pintar 9' x 5/8' superficies poco rugosas,MM00,6,48,65,Pieza,7.50624E+12,42,0,55,42,65,47.41,36.21,56.03,Truper,50.86,59,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.196,1528.151
13877,ROPI-920,"Rodillo para pintar 9' x 3/4' superficies rugosas, TRUPER",MM00,6,48,67,Pieza,7.50624E+12,43,0,56,43,67,48.28,37.07,57.76,Truper,53.45,62,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.195,1637.382
13878,ROPI-925,"Rodillo para pintar 9' x 1' superficies muy rugosas, TRUPER",MM00,6,48,69,Pieza,7.50624E+12,44,0,57,44,69,49.14,37.93,59.48,Truper,54.31,63,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.195,1775
13880,ROPI-715,Rodillo para pintar 7' x 5/8' superficies poco rugosas,MM00,6,48,58,Pieza,7.50624E+12,37,0,48,37,58,41.38,31.9,50,Truper,45.69,53,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.16,1487.3
13881,ROPI-1215,"Rodillo para pintar 12 x 5/8', superficies poco rugosas",MM00,6,48,83,Pieza,7.50624E+12,53,0,69,53,83,59.48,45.69,71.55,Truper,65.52,76,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.225,2088.699
13882,R-ROPI-910,"Felpa para rodillo 9' x 3/8' superficies lisas, TRUPER",MM00,6,48,35,Pieza,7.50624E+12,22,0,29,22,35,25,18.97,30.17,Truper,26.72,31,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.05,753.746
13883,R-ROPI-915,"Felpa para rodillo 9'x5/8' superficies poco rugosas, TRUPER",MM00,6,48,36,Pieza,7.50624E+12,23,0,30,23,36,25.86,19.83,31.03,Truper,28.45,33,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.056,922.861
13884,R-ROPI-920,"Felpa para rodillo 9' x 3/4' superficies rugosas, TRUPER",MM00,6,48,38,Pieza,7.50624E+12,24,0,32,24,38,27.59,20.69,32.76,Truper,29.31,34,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.059,972.795
13885,R-ROPI-925,"Felpa para rodillo 9' x 1' superficies muy rugosas, TRUPER",MM00,6,48,39,Pieza,7.50624E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.06,1162.266
13888,D-3442-HL,"Dado largo de 1-5/16', 6 puntas, cuadro 3/4', Truper",MM00,3,18,525,Pieza,7.50121E+12,335,0,435,335,525,375,288.79,452.59,Truper,409.48,475,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.555,583.68
13890,D-3446-HL,"Dado largo de 1-7/16', 6 puntas, cuadro 3/4', Truper",MM00,3,18,575,Pieza,7.50121E+12,365,0,475,365,575,409.48,314.66,495.69,Truper,443.97,515,27112700,Herramientas mecánicas,P806,Dados y accesorios 3/4',0.644,566.307
13891,R-ROPI-930,Felpa para rodillo 9x1-1/4' superficies extrarrugosas TRUPER,MM00,6,48,41,Pieza,7.50624E+12,26,0,34,26,41,29.31,22.41,35.34,Truper,31.9,37,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.064,1427.1
13892,R-ROPI-715,"Felpa para rodillo 7'x5/8' superficies poco rugosas, TRUPER",MM00,6,48,27,Pieza,7.50624E+12,17,0,22,17,27,18.97,14.66,23.28,Truper,20.69,24,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.044,691.406
13893,R-ROPI-1215,"Felpa para rodillo 12'x5/8' superficies poco rugosas, TRUPER",MM00,6,48,46,Pieza,7.50624E+12,29,0,37,29,46,31.9,25,39.66,Truper,35.34,41,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.073,1139.25
13894,ROPI-910M,"Rodillo para pintar 9' x 3/8' microfibra, sup. poco rugosas",MM00,6,48,87,Pieza,7.50624E+12,55,0,72,55,87,62.07,47.41,75,Truper,68.1,79,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.199,2976.347
13895,ROPI-911T,"Rodillo para pintar 9' x 7/16' de PVC, acabados texturizados",MM00,6,48,135,Pieza,7.50624E+12,85,0,110,85,135,94.83,73.28,116.38,Truper,103.45,120,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.31,2279.53
13898,R-ROPI-910E,"Felpa para rodillo 9' x 3/8' de esponja, superficies lisas",MM00,6,48,76,Pieza,7.50624E+12,48,0,63,48,76,54.31,41.38,65.52,Truper,58.62,68,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.075,1260.483
13899,REP-M3449,"Kit de repuesto para M-3449, Truper",MM00,1,16,745,Set,7.50121E+12,475,0,615,475,745,530.17,409.48,642.24,Truper,581.9,675,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.486,501.952
13900,M-3449,Matraca 3/4' cabeza pera sist. reversible liberación rápida,MM00,1,4,1950,Pieza,7.50121E+12,1350,0,1615,1350,1950,1392.24,1163.79,1681.03,Truper,1538.79,1785,27112700,Herramientas mecánicas,P808,Matracas y accesorios,2.67,5341.245
13901,R-ROPI-920E,"Felpa para rodillo 9' x 3/4' de esponja, superficies rugosas",MM00,6,48,93,Pieza,7.50624E+12,59,0,77,59,93,66.38,50.86,80.17,Truper,73.28,85,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.084,2079.151
13903,ROPI-410E,"Mini Rodillo para pintar 4' x 3/8' de esponja, Truper",MM00,12,48,49,Pieza,7.50624E+12,32,0,42,32,49,36.21,27.59,42.24,Truper,39.66,46,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.111,657.449
13904,E-5661,"Extensión cuadro 3/4' para matraca, largo 8', Truper",MM00,2,8,435,Pieza,7.50121E+12,275,0,355,275,435,306.03,237.07,375,Truper,340.52,395,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.738,766.584
13905,ROPI-420N,"Mini rodillo para pintar 4' x 3/8' de poliéster, Truper",MM00,12,48,39,Pieza,7.50624E+12,25,0,33,25,39,28.45,21.55,33.62,Truper,31.03,36,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.11,559.104
13906,E-5663,"Extensión cuadro 3/4' para matraca, largo 16', Truper",MM00,1,4,745,Pieza,7.50121E+12,475,0,615,475,745,530.17,409.48,642.24,Truper,581.9,675,27112700,Herramientas mecánicas,P808,Matracas y accesorios,1.38,1800.44
13907,R-ROPI-410E,"Bolsa c/2 felpas para mini rodillo esponja 4'x3/8', TRUPER",MM00,12,48,30,Pieza,7.50624E+12,19,0,25,19,30,21.55,16.38,25.86,Truper,23.28,27,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.025,377.011
13908,M-3468,"Mango articulado con cuadro de 3/4', largo 20', Truper",MM00,1,4,1015,Pieza,7.50121E+12,645,0,835,645,1015,719.83,556.03,875,Truper,797.41,925,27112700,Herramientas mecánicas,P808,Matracas y accesorios,1.905,2920.68
13910,N-5670,"Nudo universal para dados con cuadro de 3/4', Truper",MM00,1,4,415,Pieza,7.50121E+12,265,0,345,265,415,297.41,228.45,357.76,Truper,323.28,375,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.547,695.25
13911,R-ROPI-420N,"Bolsa c/2 felpas p/mini rodillo de poliéster 4'x3/8', TRUPER",MM00,12,48,14,Pieza,7.50624E+12,9,0,12,9,14,10.34,7.76,12.07,Truper,11.21,13,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.02,253.048
13912,C-5685,"Barra corrediza para dados cuadro 3/4', Truper",MM00,1,4,665,Pieza,7.50121E+12,425,0,555,425,665,478.45,366.38,573.28,Truper,530.17,615,27112700,Herramientas mecánicas,P808,Matracas y accesorios,1.44,3378.375
13915,E-4761,"Extensión de 6' para matraca, cuadro 1/4', Truper",MM00,6,36,70,Pieza,7.50624E+12,45,0,59,45,70,50.86,38.79,60.34,Truper,56.03,65,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.07,148.737
13916,E-5266,"Extensión de 6' para matraca, cuadro 3/8', Truper",MM00,6,36,102,Pieza,7.50624E+12,65,0,85,65,102,73.28,56.03,87.93,Truper,80.17,93,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.15,176.093
13917,E-5462,"Extensión cuadro 1/2' para matraca, largo 8', Truper",MM00,6,24,187,Pieza,7.50624E+12,119,0,155,119,187,133.62,102.59,161.21,Truper,145.69,169,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.35,296.82
13918,E-5464,"Extensión cuadro 1/2' para matraca, largo 15', Truper",MM00,6,24,495,Pieza,7.50624E+12,315,0,415,315,495,357.76,271.55,426.72,Truper,383.62,445,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.614,487.186
13919,E-5465,"Extensión cuadro 1/2' para matraca, largo 20', Truper",MM00,6,24,575,Pieza,7.50624E+12,365,0,475,365,575,409.48,314.66,495.69,Truper,443.97,515,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.82,605.407
13920,E-5466,"Extensión cuadro 1/2' para matraca, largo 24', Truper",MM00,6,24,685,Pieza,7.50624E+12,435,0,565,435,685,487.07,375,590.52,Truper,538.79,625,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.97,698.4
13921,R-ROPI-910M,"Felpa para rodillo 9'x3/8' de microfibra, sup. poco rugosas",MM00,6,48,42,Pieza,7.50624E+12,27,0,35,27,42,30.17,23.28,36.21,Truper,33.62,39,31211906,Rodillos de pintar,P125,Rodillos para pintar,0.06,984.375
13922,M-1266,"Mango articulado con cuadro de 1/2', largo 10', Truper",MM00,6,24,330,Pieza,7.50624E+12,210,0,275,210,330,237.07,181.03,284.48,Truper,258.62,300,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.484,546.825
13923,M-1267,"Mango articulado con cuadro de 1/2', largo 15', Truper",MM00,6,24,385,Pieza,7.50624E+12,245,0,319,245,385,275,211.21,331.9,Truper,297.41,345,27112700,Herramientas mecánicas,P808,Matracas y accesorios,0.666,770.586
13924,M-1270,"Mango articulado con cuadro de 1/2', largo 18', Truper",MM00,6,24,465,Pieza,7.50624E+12,295,0,385,295,465,331.9,254.31,400.86,Truper,366.38,425,27111703,Juegos de enchufes,P808,Matracas y accesorios,0.994,861.588
13982,OVERD-S,"Overol desechable, talla CH, Truper",MM00,5,25,187,Pieza,7.50624E+12,119,0,155,119,187,133.62,102.59,161.21,Truper,145.69,169,46181503,Overoles de protección,P687,Overoles,0.186,2007.13
14004,CAR-P100,"Bolsa con 2 filtros de repuesto R95, Truper",MM00,5,20,305,Par,7.50624E+12,195,0,255,195,305,219.83,168.1,262.93,Truper,240.52,279,46181900,Protectores auditivos,P223,Protección respiratoria,0.04,1880.01
14007,OAJ-X,"Orejera plegable, ajustable, Truper",MM00,2,16,229,Pieza,7.50624E+12,145,0,189,145,229,162.93,125,197.41,Truper,180.17,209,46181900,Protectores auditivos,P722,Protección auditiva,0.255,2881.008
14009,SR-600N,"Sombrero naranja alta visibilidad con reflejante, Truper",MM00,5,25,165,Pieza,7.50624E+12,105,0,135,105,165,116.38,90.52,142.24,Truper,128.45,149,46181500,Ropa de seguridad,P886,Protección Solar,0.065,659.474
14010,SR-600V,"Sombrero verde alta visibilidad con reflejante, Truper",MM00,5,25,165,Pieza,7.50624E+12,105,0,135,105,165,116.38,90.52,142.24,Truper,128.45,149,46181500,Ropa de seguridad,P886,Protección Solar,0.061,649.152
14012,ESMA-7A3,"Esmeriladora angular 7', 2200W, TRUPER PRO",MM1,1,2,2050,Pieza,7.50624E+12,1550,0,1695,1550,2050,1461.21,1336.21,1767.24,Truper,1616.38,1875,23101506,Esmeriladoras,P097,Máquinas portátiles,6.54,15634.164
14030,PIPI-340X,"Pistola p/pintar succión HVLP vaso aluminio, 1.4 mm, Expert",MM00,1,8,1815,Pieza,7.50624E+12,1250,0,1495,1250,1815,1288.79,1077.59,1564.66,Expert,1422.41,1650,31211908,Pistolas de pintar,P111,Pistolas para pintar,1.335,6010.656
14031,PIPI-440X,"Pistola p/pintar gravedad HVLP vaso plástico, 1.4 mm, Expert",MM00,1,8,1525,Pieza,7.50624E+12,1050,0,1265,1050,1525,1090.52,905.17,1314.66,Expert,1193.97,1385,31211908,Pistolas de pintar,P111,Pistolas para pintar,1.041,5950.854
14036,PIPI-210,"Pistola p/pintar baja presión, 1.5 mm, pulida, entrada sup",MM0,2,8,369,Pieza,7.50624E+12,255,0,305,255,369,262.93,219.83,318.1,Truper,288.79,335,31211908,Pistolas de pintar,P111,Pistolas para pintar,0.795,7185.8
14037,PIPI-200,"Pistola p/pintar baja presión, 1.5 mm, pulida, entrada inf",MM0,2,8,369,Pieza,7.50624E+12,255,0,305,255,369,262.93,219.83,318.1,Truper,288.79,335,31211908,Pistolas de pintar,P111,Pistolas para pintar,0.815,7185.8
14045,HIL-65A,"Carrete con 65 m de hilo para albañil amarillo, Truper",MM0,6,72,15.5,Pieza,7.50624E+12,10,0,13,10,15.5,11.21,8.62,13.36,Truper,12.5,14.5,11151700,Hilos,P190,Hilo para albañil,0.056,292.002
14046,HIL-65R,"Carrete con 65 m de hilo para albañil rojo, Truper",MM0,6,72,15.5,Pieza,7.50624E+12,10,0,13,10,15.5,11.21,8.62,13.36,Truper,12.5,14.5,11151700,Hilos,P190,Hilo para albañil,0.055,289.731
14048,HIL-65Z,"Carrete con 65 m de hilo para albañil azul, Truper",MM0,6,72,15.5,Pieza,7.50624E+12,10,0,13,10,15.5,11.21,8.62,13.36,Truper,12.5,14.5,11151700,Hilos,P190,Hilo para albañil,0.056,292.002
14049,HIL-65V,"Carrete con 65 m de hilo para albañil verde, Truper",MM0,6,72,15.5,Pieza,7.50624E+12,10,0,13,10,15.5,11.21,8.62,13.36,Truper,12.5,14.5,11151700,Hilos,P190,Hilo para albañil,0.056,286.017
14051,HIL-65N,"Carrete con 65 m de hilo para albañil naranja, Truper",MM0,6,72,15.5,Pieza,7.50624E+12,10,0,13,10,15.5,11.21,8.62,13.36,Truper,12.5,14.5,11151700,Hilos,P190,Hilo para albañil,0.056,302.175
14052,HIL-165A,"Carrete con 165 m de hilo para albañil amarillo, Truper",MM0,6,72,28,Pieza,7.50624E+12,18,0,23,18,28,19.83,15.52,24.14,Truper,22.41,26,11151700,Hilos,P190,Hilo para albañil,0.115,530.412
14054,HIL-165R,"Carrete con 165 m de hilo para albañil rojo, Truper",MM0,6,72,28,Pieza,7.50624E+12,18,0,23,18,28,19.83,15.52,24.14,Truper,22.41,26,11151700,Hilos,P190,Hilo para albañil,0.117,487.529
14057,HIL-165Z,"Carrete con 165 m de hilo para albañil azul, Truper",MM0,6,72,28,Pieza,7.50624E+12,18,0,23,18,28,19.83,15.52,24.14,Truper,22.41,26,11151700,Hilos,P190,Hilo para albañil,0.117,504.722
14060,HIL-165V,"Carrete con 165 m de hilo para albañil verde, Truper",MM0,6,72,28,Pieza,7.50624E+12,18,0,23,18,28,19.83,15.52,24.14,Truper,22.41,26,11151700,Hilos,P190,Hilo para albañil,0.117,505.962
14061,HIL-165N,"Carrete con 165 m de hilo para albañil naranja, Truper",MM0,6,72,28,Pieza,7.50624E+12,18,0,23,18,28,19.83,15.52,24.14,Truper,22.41,26,11151700,Hilos,P190,Hilo para albañil,0.116,511.32
14072,BAV-10,"Broca HSS 1.0 mm Trugold para metal, Truper Expert",MM00,10,100,17,Pieza,7.50624E+12,11,0,14,11,17,12.07,9.48,14.66,Expert,13.36,15.5,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.001,6.659
14084,PIPI-330,"Pistola p/pintar succión HVLP vaso aluminio, 1.4 mm, Truper",MM00,2,8,785,Pieza,7.50624E+12,545,0,655,545,785,564.66,469.83,676.72,Truper,616.38,715,31211908,Pistolas de pintar,P111,Pistolas para pintar,1.11,6306.3
14085,PIPI-320,"Pistola p/pintar succión HVHP vaso alum, 1.8mm, 3 vál Truper",MM00,2,8,705,Pieza,7.50624E+12,485,0,585,485,705,504.31,418.1,607.76,Truper,547.41,635,31211908,Pistolas de pintar,P111,Pistolas para pintar,1.225,7905.33
14087,PIPI-310,"Pistola p/pintar succión HVHP vaso alum, 1.8mm, 2 vál Truper",MM00,2,8,675,Pieza,7.50624E+12,465,0,555,465,675,478.45,400.86,581.9,Truper,530.17,615,31211908,Pistolas de pintar,P111,Pistolas para pintar,1.23,7562.152
14088,PIPI-300,"Pistola compacta p/retoque HVHP vaso alum, 1.5 mm, Truper",MM00,2,8,529,Pieza,7.50624E+12,365,0,439,365,529,378.45,314.66,456.03,Truper,412.93,479,31211908,Pistolas de pintar,P111,Pistolas para pintar,0.62,3295.74
14090,DIA-200AX,"Diablo de carga, plegable, 200 kg, aluminio, Truper Expert",MM0,1,0,3250,Pieza,7.50624E+12,2250,0,2695,2250,3250,2323.28,1939.66,2801.72,Expert,2543.1,2950,22101528,Cargadores de ruedas,P553,Diablos de carga,11.645,52030
14123,BAV-15,"Broca HSS 1.5 mm Trugold para metal, Truper Expert",MM00,10,100,17,Pieza,7.50624E+12,11,0,14,11,17,12.07,9.48,14.66,Expert,13.36,15.5,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.002,6.864
14124,BAV-20,"Broca HSS 2.0 mm Trugold para metal, Truper Expert",MM00,10,100,17,Pieza,7.50624E+12,11,0,14,11,17,12.07,9.48,14.66,Expert,13.36,15.5,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.002,6.5
14126,BAV-25,"Broca HSS 2.5 mm Trugold para metal, Truper Expert",MM00,10,100,17,Pieza,7.50624E+12,11,0,14,11,17,12.07,9.48,14.66,Expert,13.36,15.5,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.002,6.779
14127,BAV-30,"Broca HSS 3.0 mm Trugold para metal, Truper Expert",MM00,10,100,17,Pieza,7.50624E+12,11,0,14,11,17,12.07,9.48,14.66,Expert,13.36,15.5,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.004,6.509
14130,BAV-35,"Broca HSS 3.5 mm Trugold para metal, Truper Expert",MM00,10,100,19,Pieza,7.50624E+12,12,0,15.5,12,19,13.36,10.34,16.38,Expert,14.66,17,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.005,6.798
14132,BAV-40,"Broca HSS 4.0 mm Trugold para metal, Truper Expert",MM00,10,100,20,Pieza,7.50624E+12,13,0,16.5,13,20,14.22,11.21,17.24,Expert,15.52,18,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.007,6.482
14133,BAV-45,"Broca HSS 4.5 mm Trugold para metal, Truper Expert",MM00,10,100,24,Pieza,7.50624E+12,15,0,19,15,24,16.38,12.93,20.69,Expert,18.1,21,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.009,6.559
14138,DTJ-5B,"Juego de 5 desarmadores mango Comfort Grip, Truper",MM00,6,36,255,Pieza,7.50121E+12,175,0,209,175,255,180.17,150.86,219.83,Truper,197.41,229,27111701,Destornilladores,P253,Desarmadores,0.474,2149.291
14140,PICK-UP,"Imán extensible de acero inoxidable, 1.5 kg, Truper",MM00,6,72,77,Pieza,7.50121E+12,49,0,64,49,77,55.17,42.24,66.38,Truper,59.48,69,31381100,Imanes fundidos y ensambles magnéticos,P203,Herramientas automotrices,0.04,270.313
14141,MAG-DES,"Magnetizador-desmagnetizador, Truper",MM00,6,36,72,Pieza,7.50121E+12,42,0,59,42,72,50.86,36.21,62.07,Truper,56.03,65,27112827,Dispositivos para imantar y viceversa,P253,Desarmadores,0.101,722.775
14147,BAV-50,"Broca HSS 5.0 mm Trugold para metal, Truper Expert",MM00,10,100,35,Pieza,7.50624E+12,22,0,29,22,35,25,18.97,30.17,Expert,27.59,32,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.011,8.305
14150,BAV-60,"Broca HSS 6.0 mm Trugold para metal, Truper Expert",MM00,10,100,46,Pieza,7.50624E+12,29,0,38,29,46,32.76,25,39.66,Expert,36.21,42,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.018,24.638
14151,BAV-65,"Broca HSS 6.5 mm Trugold para metal, Truper Expert",MM00,10,100,55,Pieza,7.50624E+12,35,0,45,35,55,38.79,30.17,47.41,Expert,42.24,49,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.022,24.638
14153,BAV-70,"Broca HSS 7.0 mm Trugold para metal, Truper Expert",MM00,10,100,62,Pieza,7.50624E+12,39,0,49,39,62,42.24,33.62,53.45,Expert,47.41,55,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.026,27.306
14154,BAV-75,"Broca HSS 7.5 mm Trugold para metal, Truper Expert",MM00,5,50,73,Pieza,7.50624E+12,47,0,62,47,73,53.45,40.52,62.93,Expert,57.76,67,27111500,Herramientas de corte y engarzado y punzones,P017,Brocas para metal,0.032,48.811
14156,JOY-6L,"Juego con 6 desarmadores largos de precisión, Truper",MM00,4,32,209,Set,7.50624E+12,145,0,175,145,209,150.86,125,180.17,Truper,162.93,189,27111700,Llaves inglesas y guías,P253,Desarmadores,0.309,1986.319
14157,JOY-15L,"Juego con 15 desarmadores largos de precisión, Truper",MM00,2,32,485,Set,7.50624E+12,335,0,399,335,485,343.97,288.79,418.1,Truper,378.45,439,27111700,Llaves inglesas y guías,P253,Desarmadores,0.74,4703.01
14159,JOY-17,Desarmador de precisión con 16 puntas intercambiables,MM00,4,32,125,Set,7.50624E+12,79,0,103,79,125,88.79,68.1,107.76,Truper,97.41,113,27113201,Conjuntos generales de herramientas,P253,Desarmadores,0.186,1476.094
14160,JOY-29,Desarmador de precisión con 28 puntas intercambiables,MM00,4,32,155,Set,7.50624E+12,99,0,129,99,155,111.21,85.34,133.62,Truper,119.83,139,27111700,Llaves inglesas y guías,P253,Desarmadores,0.224,1388.673
